transcript_id,SRR24630893,SRR24630894,SRR24630896,SRR24630912,SRR24630913,SRR24630914,SRR24630931,SRR24630932,SRR24630933,SRR24630947,SRR24630948,SRR24630949,SRR24630967,SRR24630968,SRR24630969,SRR24630977,SRR24630978,SRR24630979,SRR25031738,SRR25031739,SRR25031740
CaT2T02g03626-mRNA,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01334-mRNA,87,86,66,102,134,114,793,456,695,104,100,84,358,327,266,597,619,486,14,8,11
CaT2T08g01669-mRNA,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01163-mRNA,345,360,437,138,253,193,3051,2178,3316,237,242,186,284,334,254,2407,3365,2166,53,59,55
CaT2T02g00143-mRNA,125,135,109,141,207,158,782,453,738,139,136,162,177,231,227,681,705,518,0,10,0
CaT2T02g03040-mRNA,1750,1135,1120,2280,1495,3712,11618,5196,10192,3743,3724,3444,1617,1650,1537,8322,7035,5221,85,81,99
CaT2T01g03288-mRNA,4060,4227,3878,2849,2989,4658,13083,8152,11436,2523,2630,2462,2742,2710,2249,10673,13925,10860,261,274,161
CaT2T03g01908-mRNA,1259,1098,814,1762,1776,2031,3282,1069,2576,630,963,804,4664,4641,3992,2290,2199,2019,73,58,99
CaT2T01g01281-mRNA,16,11,18,14,12,18,95,62,74,44,14,16,12,17,22,104,86,75,0,4,5
CaT2T09g00995-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g01004-mRNA,31,34,17,31,70,35,18,9,15,3,0,3,0,9,7,25,42,33,2,2,0
CaT2T12g02358-mRNA,80,54,58,108,97,98,366,155,266,186,131,116,132,179,110,185,198,172,5,6,17
CaT2T11g01578-mRNA,57,52,32,113,187,91,409,238,378,70,88,33,140,76,99,339,321,275,6,7,9
CaT2T12g01622-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00526-mRNA,14,13,5,14,12,29,0,0,6,12,0,0,35,49,43,9,4,3,0,0,0
CaT2T07g01766-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01765-mRNA,65,48,72,29,72,51,2500,1286,2189,75,68,72,20,18,19,2153,2580,1715,6,11,11
CaT2T04g01976-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01402-mRNA,124,90,80,85,96,161,562,350,469,50,60,58,115,129,92,469,578,472,7,12,10
CaT2T01g01534-mRNA,22,19,27,29,26,39,137,137,166,11,12,14,27,52,22,125,149,137,7,5,0
CaT2T08g00205-mRNA,12,16,0,29,17,21,450,266,371,76,74,47,93,149,95,315,252,255,0,0,0
CaT2T03g03293-mRNA,138,152,128,178,174,146,974,505,825,134,190,167,511,550,483,698,859,638,17,11,0
CaT2T03g02339-mRNA,0,5,5,12,11,7,13,11,3,0,3,5,12,16,19,7,0,0,0,0,0
CaT2T01g02072-mRNA,62,128,113,87,75,110,515,331,544,80,62,87,88,87,99,330,493,370,15,7,17
CaT2T03g01282-mRNA,626,851,902,265,279,390,1498,3163,1959,621,712,587,134,118,98,1299,1980,1421,41,63,47
CaT2T10g02543-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02309-mRNA,412,384,376,478,592,659,2854,1799,2454,440,478,509,932,887,803,2020,2519,1665,59,64,86
CaT2T01g04426-mRNA,480,482,519,584,511,494,3011,1793,2769,622,609,614,981,894,776,2473,3177,2384,44,61,37
CaT2T03g00443-mRNA,379,280,231,415,510,552,2344,1066,1758,274,294,266,534,499,363,1653,1980,1403,23,41,31
CaT2T06g03500-mRNA,125,103,102,159,161,183,286,165,254,99,91,89,302,332,305,241,255,292,3,6,4
CaT2T06g01896-mRNA,0,3,0,0,0,0,13,0,0,4,0,0,3,22,10,0,13,0,5,0,0
CaT2T10g02075-mRNA,1561,1397,1523,11528,12848,7518,380,164,375,894,845,781,61805,63682,55525,751,365,291,43,19,25
CaT2T08g00585-mRNA,292,212,224,419,409,323,1241,664,1113,224,202,204,429,463,374,930,1108,866,28,26,46
CaT2T03g03271-mRNA,111,123,114,90,156,147,822,596,757,100,88,82,143,114,84,607,783,604,4,17,0
CaT2T12g02537-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04431-mRNA,28,19,20,19,24,21,161,86,157,18,19,13,0,6,0,162,135,176,0,0,0
CaT2T03g00133-mRNA,1247,1428,1210,1874,2352,2012,14685,8497,12453,1448,1608,1456,3421,3760,3124,11067,12568,9553,175,200,171
CaT2T05g02019-mRNA,38,59,69,28,35,35,739,510,708,45,75,86,37,27,22,664,822,554,20,17,19
CaT2T03g00207-mRNA,24,0,0,70,95,0,10,0,0,8,0,0,65,55,58,0,0,0,0,0,0
CaT2T05g00458-mRNA,1,4,0,8,0,5,6,5,5,2,6,0,4,4,3,12,7,5,0,0,0
CaT2T12g02198-mRNA,214,228,205,243,272,223,1601,1031,1458,156,187,187,174,214,179,1301,1794,1241,44,50,74
CaT2T07g00623-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02984-mRNA,696,577,693,2130,2418,2001,2670,1194,2360,509,576,508,6859,6974,6438,1669,1390,1276,39,30,25
CaT2T01g05007-mRNA,236,339,348,142,238,214,2394,1537,2354,402,383,341,603,591,487,2284,2533,1838,22,35,19
CaT2T10g02137-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
CaT2T01g05311-mRNA,68,68,42,68,88,69,219,147,187,58,80,55,56,98,82,185,274,179,0,9,2
CaT2T10g00294-mRNA,17,10,3,171,232,52,0,0,3,0,5,0,149,145,128,0,7,10,0,0,0
CaT2T08g01390-mRNA,0,5,6,0,6,0,45,22,47,2,0,4,19,3,4,20,34,27,0,0,0
CaT2T01g01677-mRNA,53,35,31,73,188,88,141,96,94,44,30,47,438,453,415,146,129,102,6,8,6
CaT2T12g01564-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04982-mRNA,175,118,75,151,255,241,212,137,218,114,144,136,202,247,162,198,252,205,0,0,6
CaT2T08g01492-mRNA,120,223,169,55,43,67,904,841,931,227,220,227,73,114,84,974,1280,796,15,18,13
CaT2T07g02988-mRNA,674,642,644,654,662,793,5922,3559,5236,506,611,606,741,770,711,4817,5451,4259,64,56,62
CaT2T06g03416-mRNA,4,0,6,3,6,0,13,10,0,7,5,0,10,0,10,11,8,8,0,0,0
CaT2T09g02400-mRNA,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,3,2,1,0,0,0
CaT2T08g02593-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02454-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02456-mRNA,2617,2532,2747,3814,2115,6184,646,687,505,422,549,416,3024,3154,2741,374,475,302,15,18,8
CaT2T08g02567-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g03004-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
CaT2T01g05527-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g02178-mRNA,2,1,1,0,1,2,3,0,3,0,1,0,12,4,4,0,5,0,0,0,0
CaT2T04g00831-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03474-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g01257-mRNA,181,145,109,101,189,185,784,525,840,158,155,146,241,261,188,622,609,620,13,15,17
CaT2T05g02044-mRNA,759,551,599,721,646,1198,4022,2399,4054,771,893,773,1320,1340,1397,2983,3106,2572,25,31,26
CaT2T12g00164-mRNA,0,0,3,3,2,2,5,4,3,3,2,5,4,4,5,1,7,0,0,0,0
CaT2T03g01250-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02391-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
CaT2T07g03228-mRNA,199,200,154,338,246,191,2132,1349,1954,181,245,222,229,302,240,1454,1899,1483,47,48,71
CaT2T12g00006-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01505-mRNA,103,104,108,75,132,157,205,120,201,85,109,96,304,299,227,170,189,146,13,13,7
CaT2T12g03648-mRNA,4,3,4,0,0,0,33,3,23,0,0,0,0,0,0,15,19,14,0,0,0
CaT2T01g01702-mRNA,212,210,285,240,238,245,1087,748,1009,195,227,215,257,296,310,942,1103,662,34,41,19
CaT2T12g00695-mRNA,538,499,551,333,472,881,1065,1205,1336,87,104,107,215,183,142,1075,1361,859,22,27,35
CaT2T12g02023-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01325-mRNA,319,339,422,184,205,382,1520,958,1511,244,219,192,349,329,236,993,1207,743,11,15,0
CaT2T12g01656-mRNA,21,32,29,24,36,30,299,181,225,25,18,12,43,32,29,225,294,152,14,10,14
CaT2T05g01903-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g04089-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02292-mRNA,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
CaT2T12g00216-mRNA,0,0,0,0,0,0,0,0,0,4,0,0,12,0,11,0,0,0,0,0,0
CaT2T12g00662-mRNA,1131,1094,1047,1392,1442,1358,10873,6102,9011,1317,1520,1274,1961,2060,1879,8054,8879,7022,165,186,152
CaT2T04g01455-mRNA,326,130,190,1663,1669,1120,669,334,499,84,76,80,2097,2271,1881,662,563,546,13,11,5
CaT2T02g00321-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01481-mRNA,630,630,653,775,731,764,5589,3894,5342,1075,1189,1034,1932,1832,1710,4118,5270,4054,106,116,143
CaT2T03g02558-mRNA,45,47,50,58,87,74,388,225,306,63,57,39,63,98,57,287,377,213,6,6,7
CaT2T11g01674-mRNA,555,391,441,580,685,572,3045,1471,2566,788,766,729,1668,1693,1553,1916,2079,1750,36,59,34
CaT2T04g02659-mRNA,8,12,15,11,19,11,45,67,30,26,23,20,0,8,8,63,81,36,3,0,0
CaT2T04g00819-mRNA,148,107,114,149,155,215,1204,786,1022,227,218,238,391,466,433,916,986,778,17,0,10
CaT2T03g00077-mRNA,4567,2552,2533,7383,9754,8317,7946,4153,6038,878,985,830,13921,14495,12183,5962,5131,4227,56,44,42
CaT2T01g00872-mRNA,9,17,3,5,3,0,0,0,0,15,3,11,21,8,0,0,0,0,0,0,0
CaT2T11g03487-mRNA,0,0,0,22,45,0,4,9,0,0,0,0,33,21,49,0,0,4,0,0,0
CaT2T12g03612-mRNA,716,530,602,234,280,584,1586,1245,1499,174,121,192,28,40,37,1414,1460,1023,97,122,45
CaT2T02g02190-mRNA,11,25,13,18,17,28,133,107,105,9,5,15,52,27,20,97,106,96,0,4,8
CaT2T02g03604-mRNA,297,383,337,249,278,292,2786,1898,2923,235,239,214,283,281,241,2503,3022,2435,50,40,45
CaT2T07g00842-mRNA,48,35,34,32,54,63,377,264,354,42,50,32,36,58,49,272,381,349,1,8,3
CaT2T03g04810-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02923-mRNA,31,30,44,65,51,74,9,33,32,26,14,28,442,498,372,0,12,3,0,0,0
CaT2T01g00508-mRNA,0,0,0,0,0,5,211,116,194,7,5,0,0,0,3,150,127,126,0,0,0
CaT2T10g02999-mRNA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02084-mRNA,74,44,47,33,77,67,636,283,500,45,32,58,59,54,39,358,451,392,10,5,3
CaT2T12g00859-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00677-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04172-mRNA,2,1,2,3,3,0,3,1,1,2,1,1,0,1,1,3,1,1,0,1,0
CaT2T08g00178-mRNA,3,3,8,0,4,0,19,8,23,3,7,0,16,11,17,19,19,8,2,0,2
CaT2T01g00847-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01085-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02464-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02355-mRNA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0
CaT2T02g03200-mRNA,47,43,34,37,21,21,575,322,544,39,56,30,0,6,0,439,527,417,10,16,21
CaT2T03g00751-mRNA,35,26,32,29,50,55,265,139,149,30,39,29,87,82,70,121,156,148,3,6,0
CaT2T06g02549-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01773-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00271-mRNA,937,946,769,890,837,989,18442,6609,12909,1707,1587,1603,323,318,287,12807,12483,10313,87,94,119
CaT2T01g04424-mRNA,139,102,82,146,184,154,835,447,717,178,163,146,323,303,275,581,709,522,0,0,9
CaT2T05g01399-mRNA,10,5,10,18,9,18,51,50,38,20,15,17,399,484,452,39,37,28,0,0,0
CaT2T03g01654-mRNA,85,126,129,61,73,108,1028,588,1011,79,129,96,62,57,58,849,1144,881,12,15,14
CaT2T12g02300-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02752-mRNA,258,502,536,597,561,891,876,355,409,97,106,107,236,194,203,619,575,328,0,4,0
CaT2T01g05348-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05677-mRNA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g00480-mRNA,148,192,210,131,94,110,1005,869,1247,126,168,165,180,200,161,895,1221,1068,49,49,60
CaT2T05g03224-mRNA,619,332,303,496,555,626,1483,764,1101,47,38,43,39,26,34,1139,1159,938,6,0,4
CaT2T03g04633-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00781-mRNA,471,357,368,404,431,551,2532,1540,2250,499,497,502,669,661,674,1848,2334,1753,43,67,31
CaT2T10g00312-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0
CaT2T10g00335-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04683-mRNA,29,6,16,429,327,31,118,89,112,0,31,8,635,712,577,0,12,0,4,0,0
CaT2T03g02883-mRNA,0,0,0,0,4,0,0,0,0,0,5,0,12,6,0,0,0,0,0,0,0
CaT2T12g00849-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01869-mRNA,8,8,0,12,5,0,28,27,36,0,0,7,16,0,8,19,40,12,0,0,0
CaT2T12g00116-mRNA,3,5,3,3,0,1,26,11,19,4,4,6,15,13,4,13,20,9,0,0,1
CaT2T09g00668-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00251-mRNA,0,0,0,0,0,3,35,33,34,0,0,10,4,3,0,38,26,18,0,0,0
CaT2T06g02752-mRNA,5,5,12,0,13,9,16,26,41,7,16,16,15,37,14,33,20,16,0,0,0
CaT2T12g03768-mRNA,40,33,15,28,48,46,188,121,195,49,44,34,8,17,6,255,244,182,2,3,2
CaT2T02g02053-mRNA,46,39,39,33,50,65,49,222,115,100,73,92,56,157,66,66,24,18,1,0,0
CaT2T11g01510-mRNA,73,80,62,247,324,152,470,193,361,111,133,102,658,747,615,290,335,277,10,10,13
CaT2T07g01609-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01246-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g01167-mRNA,58,65,60,83,64,55,376,201,241,88,103,101,120,93,69,216,332,222,18,15,15
CaT2T08g03046-mRNA,96,143,147,46,37,87,813,555,1014,77,102,125,96,111,114,571,1175,787,25,32,21
CaT2T10g03428-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g03063-mRNA,167,164,150,221,211,150,981,521,804,169,103,121,128,156,150,568,823,607,19,20,27
CaT2T01g04188-mRNA,145,123,106,154,150,179,1178,582,969,176,239,237,334,401,321,696,953,688,20,28,31
CaT2T02g03789-mRNA,0,0,0,0,0,0,18,0,7,5,6,5,0,0,0,0,17,15,0,0,0
CaT2T01g01543-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
CaT2T01g03915-mRNA,201,183,205,78,93,188,1124,690,1212,132,163,176,114,87,119,980,1424,857,35,25,15
CaT2T03g01915-mRNA,480,520,411,408,392,444,4495,3014,4686,369,416,349,397,430,302,4317,5309,3887,53,83,58
CaT2T05g02973-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01903-mRNA,54,43,59,78,73,72,516,294,334,107,94,65,119,132,93,379,482,417,6,7,6
CaT2T11g02300-mRNA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,4,0,0,0,0
CaT2T11g01241-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03138-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04127-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01268-mRNA,16,7,6,0,4,10,93,51,48,5,4,26,28,34,17,70,89,63,0,0,0
CaT2T06g03245-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00463-mRNA,13,14,18,0,23,5,73,18,62,13,12,7,0,0,0,61,51,51,0,0,0
CaT2T09g02501-mRNA,22,17,7,7,29,23,58,15,12,6,7,0,13,31,12,26,22,16,0,0,0
CaT2T10g00217-mRNA,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
CaT2T01g03350-mRNA,11,32,20,5,15,10,477,349,552,13,18,23,12,7,9,441,588,424,7,2,7
CaT2T01g04557-mRNA,88,135,161,64,61,121,1481,413,923,186,213,209,256,280,323,1053,763,578,6,6,13
CaT2T05g00591-mRNA,415,533,517,484,447,491,2709,1536,2357,637,700,605,2381,2642,2196,1657,2299,1686,77,77,34
CaT2T04g00491-mRNA,49,55,56,138,182,128,367,195,263,51,51,54,191,279,267,214,285,203,11,8,0
CaT2T11g01619-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g02333-mRNA,254,346,268,153,194,255,1470,1209,1494,366,383,394,511,628,444,1290,1648,1449,12,22,28
CaT2T06g03671-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00917-mRNA,0,0,5,0,0,0,42,22,38,13,6,0,0,0,0,21,62,37,0,0,0
CaT2T01g05266-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g03030-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00187-mRNA,328,438,482,194,246,213,3910,2752,3821,303,324,291,120,156,132,2992,4141,2821,28,30,23
CaT2T07g01663-mRNA,0,10,0,0,23,13,15,11,34,15,4,0,0,11,0,28,31,26,0,0,0
CaT2T06g00518-mRNA,8,17,4,25,9,18,47,15,38,16,10,11,35,45,32,40,27,18,4,1,0
CaT2T07g01412-mRNA,3,4,0,4,3,4,4,0,8,0,0,0,6,3,0,0,0,0,0,5,0
CaT2T01g02520-mRNA,35,35,18,19,22,37,98,83,170,21,24,14,35,25,20,149,126,119,0,0,0
CaT2T05g02004-mRNA,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g00178-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g01541-mRNA,9,10,12,7,0,6,54,34,34,3,5,9,5,0,7,44,53,32,0,0,0
CaT2T02g00003-mRNA,0,0,5,0,0,0,63,52,78,7,0,6,0,7,6,53,81,71,0,0,0
CaT2T01g04948-mRNA,31,42,49,10,22,31,281,233,330,35,38,41,12,36,13,294,449,312,0,8,0
CaT2T04g00485-mRNA,0,0,0,5,3,3,15,0,0,0,0,0,59,93,71,10,12,15,0,0,0
CaT2T11g00121-mRNA,215,249,200,106,98,190,1663,1242,1749,174,194,150,86,86,77,1255,1896,1140,72,67,77
CaT2T10g02140-mRNA,84,67,57,38,49,70,576,308,507,68,58,56,106,87,69,460,548,375,16,15,17
CaT2T12g02200-mRNA,39,39,59,48,37,45,192,149,159,25,37,46,10,7,11,105,209,138,0,7,7
CaT2T02g03476-mRNA,32,17,27,17,14,24,179,73,98,12,14,13,13,9,0,88,107,111,4,5,7
CaT2T11g00602-mRNA,0,0,0,0,0,0,0,10,24,0,0,0,0,0,0,15,17,13,0,0,0
CaT2T06g00999-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01064-mRNA,249,121,101,234,289,186,1277,821,1182,146,151,148,213,174,156,1190,992,701,0,19,15
CaT2T08g03229-mRNA,49,71,72,855,1486,351,214,26,82,140,137,131,5014,4865,4266,113,63,105,0,0,0
CaT2T12g01772-mRNA,3,1,2,4,4,4,0,0,0,0,0,0,0,0,0,2,0,0,2,2,5
CaT2T02g02930-mRNA,11,52,30,18,5,49,16,7,5,4,0,0,5,10,0,5,10,6,0,0,2
CaT2T11g02350-mRNA,160,190,131,112,98,156,932,572,954,95,115,165,61,49,47,742,876,694,19,14,33
CaT2T05g01795-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04511-mRNA,74,74,44,72,68,56,561,243,564,67,80,89,55,62,59,296,493,361,17,10,8
CaT2T11g01408-mRNA,0,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0
CaT2T04g01846-mRNA,4,15,7,82,68,57,19,9,9,10,3,7,270,315,253,34,26,12,0,0,3
CaT2T09g00157-mRNA,0,0,0,3,0,0,0,0,0,0,0,0,7,4,2,0,8,0,0,2,0
CaT2T06g02058-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00260-mRNA,134,122,136,100,174,129,604,352,586,127,122,126,165,129,109,508,696,331,13,16,11
CaT2T06g00866-mRNA,34,28,33,76,82,59,208,172,196,60,44,42,230,213,204,203,166,152,4,0,8
CaT2T02g01930-mRNA,0,0,0,0,8,0,29,3,13,3,6,7,54,68,40,15,11,9,0,0,6
CaT2T03g04357-mRNA,354,448,388,437,393,451,5448,2658,5103,743,785,654,923,994,816,3890,3744,3034,100,100,93
CaT2T10g00263-mRNA,0,0,0,0,0,0,11,12,10,0,0,0,0,0,0,4,9,13,0,0,0
CaT2T04g00388-mRNA,837,1127,1326,497,454,591,7982,6182,9376,667,674,663,614,583,612,7675,10013,7786,199,261,267
CaT2T03g02748-mRNA,364,334,307,278,455,519,1404,701,1029,169,187,164,354,488,424,1002,1176,898,30,25,27
CaT2T01g02874-mRNA,366,391,357,563,629,569,1338,675,1395,504,579,589,2774,2916,2595,1068,1129,956,12,39,17
CaT2T01g05685-mRNA,70,70,92,92,120,96,536,454,502,63,69,60,197,234,167,432,522,491,17,19,18
CaT2T11g02111-mRNA,0,0,0,11,13,3,0,0,0,0,0,0,13,35,24,0,0,0,0,0,0
CaT2T03g02813-mRNA,41,45,32,23,32,28,417,238,464,40,23,23,20,25,15,255,415,330,20,11,10
CaT2T08g03201-mRNA,2500,2263,2321,2720,2627,2528,16928,10994,16140,2597,2676,2565,3549,3741,3293,14036,16502,12384,308,314,228
CaT2T01g04237-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02215-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
CaT2T04g01869-mRNA,8,0,2,0,6,4,36,22,45,8,2,5,7,0,4,26,27,18,0,0,0
CaT2T11g03421-mRNA,77,64,47,112,169,116,300,152,217,46,40,50,221,221,235,196,258,176,13,9,5
CaT2T07g03372-mRNA,0,13,12,14,30,21,128,82,90,12,0,17,16,0,0,83,109,88,0,0,6
CaT2T01g04857-mRNA,17,0,11,4,14,14,93,52,84,14,26,0,15,19,27,52,49,61,0,0,0
CaT2T10g03426-mRNA,0,0,0,0,0,0,1,5,12,0,0,0,0,0,0,8,11,0,0,0,0
CaT2T01g04117-mRNA,315,347,353,231,204,408,1812,1035,1458,160,180,137,409,412,375,1427,1254,991,29,20,28
CaT2T01g02916-mRNA,17,10,17,19,24,21,65,16,46,9,10,0,19,18,10,43,42,37,0,0,0
CaT2T12g00168-mRNA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0
CaT2T12g02623-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00659-mRNA,179,137,111,148,249,219,766,369,618,119,115,116,337,375,317,492,607,346,4,7,3
CaT2T02g02885-mRNA,387,275,270,270,315,284,3323,1723,3208,536,503,547,102,148,95,2383,2520,2467,17,19,21
CaT2T03g01724-mRNA,143,108,77,109,159,147,532,338,570,73,67,74,75,78,53,444,596,358,10,10,0
CaT2T03g00013-mRNA,78,55,31,101,85,95,395,165,323,71,89,66,154,137,172,337,247,258,0,0,12
CaT2T10g02903-mRNA,152,155,158,152,198,201,785,485,755,122,190,137,279,217,232,559,757,562,20,13,19
CaT2T08g01482-mRNA,493,609,513,304,408,589,5668,2774,4620,625,643,566,181,240,150,4008,4581,3707,65,77,106
CaT2T12g00586-mRNA,502,407,350,382,504,453,5485,2365,4494,644,656,661,245,277,198,3055,3803,2841,60,73,60
CaT2T12g01258-mRNA,3,3,0,0,3,3,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0
CaT2T06g00366-mRNA,0,3,0,0,6,0,21,0,8,0,10,0,10,7,0,2,11,0,0,0,0
CaT2T02g00962-mRNA,15,35,30,24,15,31,347,168,284,62,29,28,124,134,103,237,247,173,6,9,2
CaT2T06g02005-mRNA,324,382,359,508,647,466,3602,2082,3317,500,562,494,1154,1226,1111,2888,3195,2685,57,68,80
CaT2T08g01568-mRNA,155,168,151,139,145,182,662,404,628,200,279,233,407,391,380,525,568,406,23,26,15
CaT2T03g01726-mRNA,408,294,245,482,602,468,1650,1145,1498,289,295,376,761,772,608,1184,1480,1346,43,42,31
